,question_text,subject,topic,avg_score,correct_percentage,num_students_attempted,num_students_correct,time_taken_minutes,bloom_level,difficulty
140,Critically examine the role of Manufacturing Industries in the current socio-political scenario.,Geography,Manufacturing Industries,17.1,0.17,321.0,54.0,11.0,Evaluate,Hard
141,Write any two characteristics of Lifelines of National Economy.,Geography,Lifelines of National Economy,82.1,0.82,288.0,236.0,4.0,Understand,Easy
142,Critically examine the role of Development in the current socio-political scenario.,Economics,Development,37.7,0.38,218.0,82.0,18.0,Evaluate,Hard
143,"In the context of Sectors of the Indian Economy, evaluate the statement: 'Prevention is better than cure.'",Economics,Sectors of the Indian Economy,32.9,0.33,495.0,162.0,15.0,Evaluate,Hard
144,How is Money and Credit different from other concepts in this category?,Economics,Money and Credit,92.0,0.92,450.0,413.0,2.0,Understand,Easy
145,What is meant by Globalization and the Indian Economy? Give one example.,Economics,Globalization and the Indian Economy,87.2,0.87,454.0,396.0,3.0,Remember,Easy
148,Discuss the challenges faced during the implementation of SQL Queries in a developing country.,Computer Science,SQL Queries,26.8,0.27,381.0,102.0,13.0,Evaluate,Hard
149,Suggest three measures to improve the efficiency of Python Lists and Tuples.,Computer Science,Python Lists and Tuples,31.6,0.32,558.0,176.0,15.0,Create,Hard
150,What is meant by Computer Networks (OSI Model)? Give one example.,Computer Science,Computer Networks (OSI Model),77.5,0.78,155.0,120.0,2.0,Remember,Easy
151,Discuss the challenges faced during the implementation of Boolean Algebra in a developing country.,Computer Science,Boolean Algebra,43.6,0.44,432.0,188.0,19.0,Evaluate,Hard
152,Discuss the challenges faced during the implementation of Cyber Safety in a developing country.,Computer Science,Cyber Safety,23.8,0.24,419.0,99.0,17.0,Evaluate,Hard
153,Explain the process of HTML/CSS Structure with the help of a labeled diagram.,Computer Science,HTML/CSS Structure,59.2,0.59,516.0,305.0,9.0,Apply,Medium
154,Why is Electric Current and Circuits considered essential for the functioning of the system?,Physics,Electric Current and Circuits,48.1,0.48,281.0,135.0,7.0,Analyze,Medium
156,A student performs an experiment on Magnetic Effects of Current. What observations would they record?,Physics,Magnetic Effects of Current,65.9,0.66,160.0,105.0,5.0,Apply,Medium
158,Define the term Motion and Laws of Motion. Mention its SI unit.,Physics,Motion and Laws of Motion,74.7,0.75,385.0,287.0,2.0,Remember,Easy
159,Suggest three measures to improve the efficiency of Work and Energy.,Physics,Work and Energy,35.9,0.36,373.0,133.0,14.0,Create,Hard
160,Critically examine the role of Gravitation in the current socio-political scenario.,Physics,Gravitation,26.0,0.26,293.0,76.0,13.0,Evaluate,Hard
161,How does Arithmetic Progressions affect the overall outcome of the process? Explain.,Mathematics,Arithmetic Progressions,55.3,0.55,379.0,209.0,6.0,Analyze,Medium
162,Mention the main components of Trigonometric Identities.,Mathematics,Trigonometric Identities,87.4,0.87,220.0,192.0,3.0,Remember,Easy
164,State the law of Surface Areas and Volumes.,Mathematics,Surface Areas and Volumes,72.4,0.72,557.0,403.0,4.0,Remember,Easy
165,How is Probability different from other concepts in this category?,Mathematics,Probability,72.9,0.73,196.0,142.0,2.0,Understand,Easy
166,State the law of Linear Equations in Two Variables.,Mathematics,Linear Equations in Two Variables,75.8,0.76,594.0,450.0,4.0,Remember,Easy
167,Mention the main components of Triangles and Circles.,Mathematics,Triangles and Circles,73.0,0.73,514.0,375.0,4.0,Remember,Easy
168,Suggest three measures to improve the efficiency of Life Processes.,Biology,Life Processes,29.4,0.29,261.0,76.0,18.0,Create,Hard
169,Write any two characteristics of Control and Coordination.,Biology,Control and Coordination,77.4,0.77,516.0,399.0,2.0,Understand,Easy
170,Explain the process of Heredity and Evolution with the help of a labeled diagram.,Biology,Heredity and Evolution,58.3,0.58,414.0,241.0,8.0,Apply,Medium
172,Why is Cell Structure and Functions considered essential for the functioning of the system?,Biology,Cell Structure and Functions,62.1,0.62,356.0,221.0,7.0,Analyze,Medium
173,Define the term Tissues. Mention its SI unit.,Biology,Tissues,90.9,0.91,174.0,158.0,4.0,Remember,Easy
174,A student performs an experiment on Diversity in Living Organisms. What observations would they record?,Biology,Diversity in Living Organisms,46.8,0.47,474.0,221.0,7.0,Apply,Medium
175,Mention the main components of Chemical Reactions and Equations.,Chemistry,Chemical Reactions and Equations,88.3,0.88,595.0,525.0,2.0,Remember,Easy
176,"A student performs an experiment on Acids, Bases and Salts. What observations would they record?",Chemistry,"Acids, Bases and Salts",67.3,0.67,457.0,307.0,8.0,Apply,Medium
177,Discuss the challenges faced during the implementation of Metals and Non-metals in a developing country.,Chemistry,Metals and Non-metals,31.7,0.32,583.0,184.0,16.0,Evaluate,Hard
178,State the law of Carbon and its Compounds.,Chemistry,Carbon and its Compounds,84.2,0.84,431.0,362.0,4.0,Remember,Easy
179,"Differentiate between Periodic Classification of Elements and its alternative, giving three points of distinction.",Chemistry,Periodic Classification of Elements,60.8,0.61,582.0,354.0,7.0,Analyze,Medium
180,How does Structure of the Atom affect the overall outcome of the process? Explain.,Chemistry,Structure of the Atom,66.2,0.66,188.0,124.0,7.0,Analyze,Medium
181,"Differentiate between The Rise of Nationalism in Europe and its alternative, giving three points of distinction.",History,The Rise of Nationalism in Europe,59.0,0.59,567.0,334.0,5.0,Analyze,Medium
182,Define the term Nationalism in India. Mention its SI unit.,History,Nationalism in India,76.6,0.77,469.0,359.0,2.0,Remember,Easy
183,Design an experiment to demonstrate the properties of The Making of a Global World.,History,The Making of a Global World,38.3,0.38,544.0,208.0,17.0,Create,Hard
184,Critically examine the role of The Age of Industrialisation in the current socio-political scenario.,History,The Age of Industrialisation,39.5,0.39,547.0,215.0,15.0,Evaluate,Hard
186,Mention the main components of Resources and Development.,Geography,Resources and Development,73.8,0.74,384.0,283.0,3.0,Remember,Easy
188,Mention the main components of Minerals and Energy Resources.,Geography,Minerals and Energy Resources,73.5,0.74,224.0,164.0,3.0,Remember,Easy
189,Discuss the challenges faced during the implementation of Manufacturing Industries in a developing country.,Geography,Manufacturing Industries,40.9,0.41,572.0,233.0,16.0,Evaluate,Hard
191,Write any two characteristics of Development.,Economics,Development,74.9,0.75,348.0,260.0,4.0,Understand,Easy
192,Suggest three measures to improve the efficiency of Sectors of the Indian Economy.,Economics,Sectors of the Indian Economy,17.1,0.17,415.0,70.0,18.0,Create,Hard
193,Write any two characteristics of Money and Credit.,Economics,Money and Credit,87.5,0.87,265.0,231.0,2.0,Understand,Easy
194,Critically examine the role of Globalization and the Indian Economy in the current socio-political scenario.,Economics,Globalization and the Indian Economy,30.2,0.3,382.0,115.0,17.0,Evaluate,Hard
196,Why is C++ Programming considered essential for the functioning of the system?,Computer Science,C++ Programming,68.9,0.69,442.0,304.0,9.0,Analyze,Medium
197,A student performs an experiment on SQL Queries. What observations would they record?,Computer Science,SQL Queries,58.9,0.59,551.0,324.0,9.0,Apply,Medium
198,Define the term Python Lists and Tuples. Mention its SI unit.,Computer Science,Python Lists and Tuples,80.7,0.81,210.0,169.0,2.0,Remember,Easy
199,Design an experiment to demonstrate the properties of Computer Networks (OSI Model).,Computer Science,Computer Networks (OSI Model),31.8,0.32,551.0,175.0,15.0,Create,Hard
201,How is Cyber Safety different from other concepts in this category?,Computer Science,Cyber Safety,78.4,0.78,474.0,371.0,4.0,Understand,Easy
203,What is meant by Electric Current and Circuits? Give one example.,Physics,Electric Current and Circuits,83.2,0.83,406.0,337.0,2.0,Remember,Easy
204,A student performs an experiment on Reflection and Refraction. What observations would they record?,Physics,Reflection and Refraction,61.8,0.62,404.0,249.0,6.0,Apply,Medium
205,How does Magnetic Effects of Current affect the overall outcome of the process? Explain.,Physics,Magnetic Effects of Current,65.5,0.66,278.0,182.0,7.0,Analyze,Medium
207,Discuss the challenges faced during the implementation of Motion and Laws of Motion in a developing country.,Physics,Motion and Laws of Motion,31.7,0.32,368.0,116.0,14.0,Evaluate,Hard
208,"Differentiate between Work and Energy and its alternative, giving three points of distinction.",Physics,Work and Energy,59.5,0.6,214.0,127.0,9.0,Analyze,Medium
210,Why is Arithmetic Progressions considered essential for the functioning of the system?,Mathematics,Arithmetic Progressions,63.5,0.63,259.0,164.0,7.0,Analyze,Medium
211,Calculate the value of Trigonometric Identities given the standard parameters.,Mathematics,Trigonometric Identities,46.6,0.47,293.0,136.0,9.0,Apply,Medium
212,Critically examine the role of Coordinate Geometry in the current socio-political scenario.,Mathematics,Coordinate Geometry,31.0,0.31,182.0,56.0,13.0,Evaluate,Hard
213,"Differentiate between Surface Areas and Volumes and its alternative, giving three points of distinction.",Mathematics,Surface Areas and Volumes,55.1,0.55,208.0,114.0,7.0,Analyze,Medium
214,What is meant by Probability? Give one example.,Mathematics,Probability,79.7,0.8,324.0,258.0,3.0,Remember,Easy
215,Define the term Linear Equations in Two Variables. Mention its SI unit.,Mathematics,Linear Equations in Two Variables,81.6,0.82,274.0,223.0,2.0,Remember,Easy
216,"In the context of Triangles and Circles, evaluate the statement: 'Prevention is better than cure.'",Mathematics,Triangles and Circles,24.4,0.24,443.0,108.0,19.0,Evaluate,Hard
217,"In the context of Life Processes, evaluate the statement: 'Prevention is better than cure.'",Biology,Life Processes,16.3,0.16,564.0,92.0,17.0,Evaluate,Hard
218,Design an experiment to demonstrate the properties of Control and Coordination.,Biology,Control and Coordination,28.2,0.28,493.0,139.0,11.0,Create,Hard
219,Critically examine the role of Heredity and Evolution in the current socio-political scenario.,Biology,Heredity and Evolution,45.0,0.45,348.0,156.0,12.0,Evaluate,Hard
220,Design an experiment to demonstrate the properties of Our Environment.,Biology,Our Environment,33.8,0.34,587.0,198.0,18.0,Create,Hard
221,A student performs an experiment on Cell Structure and Functions. What observations would they record?,Biology,Cell Structure and Functions,45.2,0.45,532.0,240.0,5.0,Apply,Medium
222,Explain the process of Tissues with the help of a labeled diagram.,Biology,Tissues,58.9,0.59,313.0,184.0,9.0,Apply,Medium
223,How is Diversity in Living Organisms different from other concepts in this category?,Biology,Diversity in Living Organisms,71.4,0.71,395.0,282.0,4.0,Understand,Easy
224,Explain the process of Chemical Reactions and Equations with the help of a labeled diagram.,Chemistry,Chemical Reactions and Equations,68.7,0.69,419.0,287.0,6.0,Apply,Medium
225,"Mention the main components of Acids, Bases and Salts.",Chemistry,"Acids, Bases and Salts",81.5,0.82,170.0,138.0,3.0,Remember,Easy
226,How does Metals and Non-metals affect the overall outcome of the process? Explain.,Chemistry,Metals and Non-metals,59.8,0.6,156.0,93.0,7.0,Analyze,Medium
227,"Differentiate between Carbon and its Compounds and its alternative, giving three points of distinction.",Chemistry,Carbon and its Compounds,45.1,0.45,505.0,227.0,8.0,Analyze,Medium
228,Critically examine the role of Periodic Classification of Elements in the current socio-political scenario.,Chemistry,Periodic Classification of Elements,36.2,0.36,534.0,193.0,19.0,Evaluate,Hard
229,What is meant by Structure of the Atom? Give one example.,Chemistry,Structure of the Atom,76.7,0.77,168.0,128.0,3.0,Remember,Easy
230,Calculate the value of The Rise of Nationalism in Europe given the standard parameters.,History,The Rise of Nationalism in Europe,61.8,0.62,194.0,119.0,6.0,Apply,Medium
231,Suggest three measures to improve the efficiency of Nationalism in India.,History,Nationalism in India,38.4,0.38,238.0,91.0,17.0,Create,Hard
232,Why is The Making of a Global World considered essential for the functioning of the system?,History,The Making of a Global World,57.3,0.57,498.0,285.0,5.0,Analyze,Medium
233,Write any two characteristics of The Age of Industrialisation.,History,The Age of Industrialisation,76.4,0.76,353.0,269.0,4.0,Understand,Easy
235,How is Resources and Development different from other concepts in this category?,Geography,Resources and Development,89.4,0.89,397.0,354.0,4.0,Understand,Easy
236,Design an experiment to demonstrate the properties of Agriculture.,Geography,Agriculture,43.6,0.44,250.0,108.0,11.0,Create,Hard
238,Write any two characteristics of Manufacturing Industries.,Geography,Manufacturing Industries,89.6,0.9,357.0,319.0,4.0,Understand,Easy
240,Calculate the value of Development given the standard parameters.,Economics,Development,68.5,0.69,489.0,335.0,7.0,Apply,Medium
241,Explain the process of Sectors of the Indian Economy with the help of a labeled diagram.,Economics,Sectors of the Indian Economy,59.3,0.59,281.0,166.0,8.0,Apply,Medium
242,Suggest three measures to improve the efficiency of Money and Credit.,Economics,Money and Credit,43.4,0.43,262.0,113.0,13.0,Create,Hard
243,Why is Globalization and the Indian Economy considered essential for the functioning of the system?,Economics,Globalization and the Indian Economy,60.4,0.6,209.0,126.0,5.0,Analyze,Medium
244,Write any two characteristics of Consumer Rights.,Economics,Consumer Rights,77.6,0.78,429.0,333.0,3.0,Understand,Easy
245,What is meant by C++ Programming? Give one example.,Computer Science,C++ Programming,79.9,0.8,224.0,179.0,2.0,Remember,Easy
247,A student performs an experiment on Python Lists and Tuples. What observations would they record?,Computer Science,Python Lists and Tuples,49.3,0.49,190.0,93.0,7.0,Apply,Medium
248,How is Computer Networks (OSI Model) different from other concepts in this category?,Computer Science,Computer Networks (OSI Model),73.3,0.73,381.0,279.0,3.0,Understand,Easy
250,Write any two characteristics of Cyber Safety.,Computer Science,Cyber Safety,87.5,0.87,328.0,286.0,4.0,Understand,Easy
251,"In the context of HTML/CSS Structure, evaluate the statement: 'Prevention is better than cure.'",Computer Science,HTML/CSS Structure,39.8,0.4,405.0,161.0,15.0,Evaluate,Hard
252,Write any two characteristics of Electric Current and Circuits.,Physics,Electric Current and Circuits,76.4,0.76,155.0,118.0,3.0,Understand,Easy
253,Discuss the challenges faced during the implementation of Reflection and Refraction in a developing country.,Physics,Reflection and Refraction,38.4,0.38,204.0,78.0,10.0,Evaluate,Hard
254,Suggest three measures to improve the efficiency of Magnetic Effects of Current.,Physics,Magnetic Effects of Current,20.4,0.2,217.0,44.0,16.0,Create,Hard
255,What is meant by Human Eye and Colourful World? Give one example.,Physics,Human Eye and Colourful World,85.7,0.86,543.0,465.0,3.0,Remember,Easy
256,Explain the process of Motion and Laws of Motion with the help of a labeled diagram.,Physics,Motion and Laws of Motion,51.9,0.52,257.0,133.0,7.0,Apply,Medium
