age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
52,technician,married,secondary,no,-16,no,no,cellular,19,jun,56,6,-1,0,unknown,no
44,services,single,secondary,no,85,yes,no,cellular,20,feb,109,3,-1,0,unknown,no
25,technician,single,secondary,no,400,yes,no,cellular,8,may,232,1,276,1,failure,no
44,services,single,secondary,no,637,yes,no,cellular,2,feb,15,6,288,4,success,no
62,retired,married,unknown,no,2193,no,no,cellular,14,jun,232,1,-1,0,unknown,no
51,housemaid,married,primary,no,1763,yes,no,cellular,20,jul,114,2,-1,0,unknown,no
27,admin.,single,secondary,no,-70,yes,no,unknown,8,may,173,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,362,yes,no,unknown,4,jun,365,2,-1,0,unknown,no
54,admin.,single,secondary,no,-976,yes,no,unknown,22,jun,579,1,-1,0,unknown,no
48,technician,single,secondary,no,851,no,yes,cellular,11,aug,166,3,-1,0,unknown,no
34,management,married,tertiary,no,4863,yes,no,cellular,17,jul,317,3,-1,0,unknown,no
33,services,married,unknown,no,1015,yes,no,cellular,9,jul,301,3,-1,0,unknown,no
50,technician,married,unknown,no,1829,yes,no,cellular,22,nov,227,1,-1,0,unknown,no
33,management,single,tertiary,no,9914,yes,no,cellular,29,aug,188,2,-1,2,unknown,no
59,entrepreneur,divorced,tertiary,no,594,yes,no,telephone,6,feb,256,1,-1,0,unknown,no
34,technician,divorced,secondary,no,3342,yes,no,unknown,5,jun,616,11,-1,0,unknown,no
38,admin.,single,unknown,no,-289,no,no,cellular,7,apr,217,1,-1,0,unknown,yes
37,entrepreneur,single,tertiary,no,1458,yes,no,cellular,22,nov,342,2,-1,0,unknown,no
54,retired,married,primary,no,184,no,no,cellular,14,aug,369,1,-1,0,unknown,no
40,management,single,tertiary,no,6679,no,no,unknown,2,jun,207,3,-1,0,unknown,no
37,unemployed,married,secondary,no,348,yes,no,cellular,13,feb,849,3,140,10,other,yes
45,housemaid,married,primary,no,2066,no,no,telephone,29,jul,258,5,-1,0,unknown,no
23,student,single,secondary,no,1393,no,no,cellular,30,apr,197,2,-1,0,unknown,yes
58,blue-collar,married,unknown,no,312,no,no,cellular,7,may,178,1,-1,0,unknown,no
33,technician,divorced,secondary,no,78,yes,yes,cellular,21,oct,233,1,-1,0,unknown,no
44,technician,single,secondary,no,336,yes,no,cellular,8,feb,93,1,172,11,success,no
40,blue-collar,single,secondary,no,803,yes,no,cellular,5,may,350,4,339,5,failure,no
51,management,married,tertiary,no,839,yes,no,cellular,8,aug,172,2,261,1,unknown,no
56,housemaid,divorced,primary,no,10400,no,yes,telephone,22,nov,110,3,-1,0,unknown,no
45,blue-collar,single,unknown,no,197,yes,no,unknown,13,may,573,3,-1,0,unknown,yes
44,blue-collar,divorced,secondary,no,273,yes,no,unknown,17,may,227,2,-1,0,unknown,no
34,technician,married,secondary,no,12,no,no,telephone,18,aug,80,4,-1,0,unknown,no
56,technician,divorced,tertiary,no,3307,yes,no,cellular,27,aug,137,3,-1,0,unknown,no
47,technician,divorced,secondary,no,806,yes,yes,cellular,25,feb,298,2,278,1,other,no
54,technician,divorced,secondary,no,71,no,no,cellular,26,jul,367,3,191,0,unknown,no
32,technician,single,secondary,no,-368,no,no,cellular,26,aug,621,1,-1,0,unknown,no
46,blue-collar,divorced,primary,no,728,no,no,unknown,6,jul,354,2,-1,0,unknown,no
32,technician,divorced,secondary,no,157,yes,no,cellular,25,may,65,1,-1,0,unknown,no
36,services,married,secondary,no,332,yes,no,cellular,10,may,348,1,-1,0,unknown,no
48,self-employed,divorced,tertiary,no,13438,no,no,telephone,10,sep,263,2,-1,0,unknown,yes
46,unknown,married,unknown,no,7519,yes,no,cellular,21,mar,56,6,-1,0,unknown,no
48,management,married,tertiary,no,7200,no,no,cellular,20,nov,103,3,182,2,success,yes
43,technician,married,secondary,no,28,yes,no,cellular,10,may,238,2,-1,0,unknown,no
58,management,divorced,tertiary,no,-156,yes,no,cellular,29,jul,359,1,-1,0,unknown,no
53,services,single,secondary,no,141,yes,no,cellular,9,may,437,2,356,1,failure,no
47,blue-collar,married,primary,no,-25,no,no,cellular,13,aug,115,3,-1,0,unknown,no
34,admin.,married,tertiary,no,242,yes,no,cellular,28,aug,356,3,-1,0,unknown,no
33,management,divorced,tertiary,no,429,yes,no,cellular,18,may,631,2,180,3,failure,no
29,technician,single,tertiary,no,1173,yes,no,cellular,30,may,297,4,-1,0,unknown,yes
25,unemployed,single,secondary,no,8213,no,no,cellular,20,sep,997,1,-1,0,unknown,yes
56,technician,married,secondary,no,828,no,no,cellular,26,aug,78,4,-1,0,unknown,no
22,blue-collar,married,secondary,no,232,yes,no,unknown,29,may,431,2,-1,0,unknown,no
47,admin.,divorced,secondary,no,-1053,yes,no,unknown,7,may,252,1,-1,0,unknown,no
39,blue-collar,married,unknown,no,1370,yes,no,unknown,22,may,114,4,-1,0,unknown,no
43,technician,single,secondary,no,-120,yes,no,cellular,6,nov,374,1,-1,0,unknown,no
27,unknown,single,unknown,no,302,yes,no,unknown,22,may,12,4,-1,0,unknown,no
28,technician,single,tertiary,no,5858,yes,no,telephone,29,jul,193,1,0,0,unknown,no
60,technician,married,secondary,no,1880,yes,no,unknown,28,may,174,1,-1,0,unknown,no
46,entrepreneur,married,unknown,no,3264,no,no,cellular,7,aug,1148,9,-1,0,unknown,no
29,unemployed,married,secondary,no,1083,yes,no,cellular,27,may,385,1,-1,0,unknown,no
57,management,single,tertiary,no,11309,no,no,cellular,15,dec,788,6,-1,0,unknown,yes
29,management,single,tertiary,no,719,yes,no,cellular,30,feb,244,1,-1,0,unknown,no
35,technician,divorced,secondary,no,236,no,no,cellular,27,aug,96,6,-1,0,unknown,no
38,services,married,unknown,no,-48,yes,no,cellular,7,apr,330,4,344,10,failure,no
42,blue-collar,married,secondary,no,783,yes,no,unknown,6,may,290,1,-1,0,unknown,no
37,technician,single,secondary,no,629,yes,no,cellular,28,jan,343,1,-1,0,unknown,no
47,entrepreneur,married,unknown,no,5403,yes,no,unknown,20,may,296,1,175,1,failure,no
32,services,single,secondary,no,-60,yes,no,cellular,9,apr,108,5,333,2,other,no
22,unemployed,single,secondary,no,508,yes,no,cellular,28,may,329,1,-1,0,unknown,no
40,entrepreneur,married,primary,no,2606,no,no,cellular,13,jun,561,4,106,0,unknown,no
48,self-employed,married,secondary,no,1359,yes,no,telephone,8,nov,267,1,-1,0,unknown,no
30,self-employed,married,tertiary,no,13230,yes,no,cellular,21,may,262,1,368,2,success,no
26,student,single,secondary,no,-244,no,no,cellular,9,jan,255,1,-1,0,unknown,no
27,management,single,tertiary,no,605,no,no,cellular,27,jul,297,6,-1,0,success,no
33,technician,married,secondary,yes,-42,yes,no,cellular,15,may,183,4,-1,0,unknown,no
27,blue-collar,single,secondary,no,31,yes,no,cellular,15,jan,434,2,-1,0,unknown,no
45,management,married,tertiary,no,2312,no,no,telephone,23,aug,126,2,-1,0,unknown,no
42,services,married,secondary,no,160,yes,no,cellular,25,aug,138,2,92,4,other,no
31,self-employed,married,secondary,no,11,yes,yes,cellular,27,may,185,3,-1,0,unknown,no
58,blue-collar,married,secondary,no,815,yes,no,unknown,23,may,101,1,-1,0,unknown,no
30,management,divorced,tertiary,no,307,yes,no,cellular,9,apr,427,3,256,1,failure,no
32,admin.,single,secondary,no,858,no,no,unknown,28,may,257,6,-1,0,unknown,no
33,technician,single,tertiary,no,1699,yes,no,cellular,11,may,60,4,344,4,success,no
38,management,single,tertiary,no,94,yes,no,cellular,18,nov,205,2,-1,0,unknown,no
39,blue-collar,married,unknown,no,73,yes,yes,cellular,13,may,238,1,-1,0,unknown,no
26,technician,single,secondary,no,-4,yes,no,cellular,8,aug,144,1,91,3,success,no
47,blue-collar,married,primary,no,2131,no,no,telephone,11,sep,200,6,173,11,other,no
34,blue-collar,married,secondary,no,6,yes,no,cellular,13,may,408,1,-1,0,unknown,no
39,technician,divorced,secondary,no,4256,no,no,unknown,5,may,146,3,-1,0,unknown,no
34,technician,divorced,tertiary,no,-27,no,no,cellular,13,may,314,1,-1,0,unknown,no
30,admin.,married,secondary,no,886,no,no,cellular,26,may,181,5,-1,0,unknown,no
25,technician,single,secondary,no,270,yes,no,cellular,16,apr,331,3,266,1,failure,no
30,technician,single,secondary,no,743,no,no,cellular,29,feb,277,1,183,1,other,yes
28,admin.,single,secondary,no,510,yes,no,cellular,16,apr,174,1,343,2,success,no
39,services,married,tertiary,no,743,yes,yes,telephone,23,jul,81,11,-1,0,unknown,no
51,services,divorced,secondary,no,54,no,no,cellular,7,nov,93,6,-1,0,unknown,no
35,technician,single,secondary,no,61,yes,no,cellular,26,aug,272,28,-1,0,unknown,no
31,technician,married,tertiary,no,1213,yes,no,cellular,3,aug,168,1,-1,0,unknown,no
61,technician,married,secondary,no,2409,yes,yes,cellular,19,may,439,4,363,3,failure,no
40,technician,married,tertiary,no,1253,yes,no,cellular,3,nov,355,8,191,3,other,no
57,blue-collar,married,primary,no,45,no,no,cellular,6,aug,532,2,-1,0,unknown,no
53,technician,married,tertiary,no,-234,no,no,unknown,20,jun,55,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,705,yes,no,telephone,11,may,97,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,769,yes,no,cellular,7,apr,436,3,330,5,success,yes
40,services,single,secondary,yes,12,no,no,unknown,11,may,290,3,-1,0,unknown,no
35,entrepreneur,married,tertiary,no,237,no,no,cellular,20,jul,538,3,-1,0,unknown,yes
29,management,single,tertiary,no,993,no,no,cellular,25,dec,306,1,131,1,failure,yes
44,blue-collar,married,primary,no,1167,yes,no,unknown,29,may,217,1,-1,0,unknown,no
56,retired,divorced,secondary,no,2652,yes,no,cellular,18,jul,659,1,-1,0,unknown,no
42,management,married,tertiary,no,253,yes,no,cellular,14,may,274,3,-1,0,unknown,no
31,management,divorced,tertiary,no,-98,yes,no,cellular,18,may,180,2,-1,0,unknown,no
44,housemaid,married,primary,no,2645,no,no,cellular,10,aug,71,4,-1,0,unknown,no
30,technician,single,tertiary,no,177,yes,no,cellular,30,may,224,3,-1,0,unknown,no
24,blue-collar,single,secondary,no,2720,no,no,cellular,7,mar,1220,1,-1,0,unknown,yes
28,blue-collar,married,secondary,no,2368,yes,no,cellular,16,may,291,4,258,2,failure,no
45,entrepreneur,divorced,tertiary,no,108,no,no,cellular,19,nov,297,1,-1,0,unknown,no
50,admin.,married,primary,no,1290,yes,no,telephone,13,may,348,2,-1,0,unknown,no
57,entrepreneur,divorced,primary,no,596,no,no,unknown,20,jun,277,4,-1,0,unknown,no
44,management,married,tertiary,no,2593,yes,no,cellular,6,aug,305,2,95,3,other,no
26,student,single,secondary,no,0,no,no,cellular,7,jul,101,2,-1,0,unknown,no
37,services,single,secondary,no,2989,yes,no,unknown,18,may,64,4,-1,0,unknown,no
46,technician,single,tertiary,no,1882,no,no,cellular,21,aug,124,7,-1,0,unknown,no
67,technician,divorced,primary,no,2233,no,yes,cellular,20,sep,272,3,131,7,failure,yes
50,entrepreneur,married,primary,no,109,no,yes,cellular,14,aug,198,16,-1,0,unknown,no
75,retired,married,primary,no,1357,no,no,cellular,7,aug,494,1,-1,0,unknown,no
33,technician,single,tertiary,no,129,no,no,cellular,14,aug,115,4,-1,0,unknown,yes
24,technician,married,secondary,no,1223,yes,no,cellular,21,nov,280,1,-1,0,unknown,no
70,retired,married,secondary,no,1052,no,no,telephone,12,oct,774,4,-1,0,unknown,yes
22,admin.,single,secondary,no,417,yes,no,cellular,11,may,860,2,343,1,failure,yes
35,management,married,tertiary,no,6114,no,no,unknown,20,jun,227,1,-1,0,unknown,no
37,blue-collar,married,tertiary,no,2984,yes,no,telephone,20,nov,534,4,-1,0,unknown,no
52,unknown,single,primary,no,3408,no,no,unknown,2,jun,461,4,0,0,unknown,yes
59,retired,married,tertiary,no,3150,no,no,cellular,7,oct,347,1,186,1,failure,no
41,technician,single,tertiary,no,1034,no,no,cellular,20,oct,332,1,-1,0,unknown,no
56,technician,divorced,secondary,no,2576,no,no,cellular,15,oct,477,3,187,2,other,no
43,management,married,tertiary,no,624,no,no,cellular,18,aug,104,3,-1,0,unknown,no
25,student,single,tertiary,no,816,no,no,cellular,8,feb,581,2,174,11,other,yes
33,management,married,tertiary,no,518,yes,no,cellular,9,may,149,2,-1,0,unknown,no
33,services,married,secondary,no,64,no,no,telephone,19,jun,135,3,-1,0,unknown,no
43,admin.,single,tertiary,no,584,yes,no,cellular,2,feb,567,1,-1,0,unknown,no
27,technician,single,secondary,no,952,no,no,cellular,9,aug,489,1,89,12,success,no
47,self-employed,divorced,tertiary,no,565,no,no,cellular,19,aug,217,1,-1,0,unknown,no
36,management,single,tertiary,no,448,yes,no,cellular,22,aug,210,5,-1,0,unknown,no
54,technician,divorced,secondary,no,2975,no,no,cellular,17,apr,881,2,-1,1,other,yes
60,entrepreneur,married,secondary,no,1259,no,no,unknown,2,jun,598,4,0,0,unknown,yes
28,self-employed,single,secondary,no,553,yes,no,cellular,8,apr,468,3,-1,0,unknown,yes
33,management,married,primary,no,748,yes,no,cellular,19,aug,842,4,-1,0,unknown,no
27,services,single,secondary,no,-166,yes,no,unknown,5,may,244,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,57,yes,no,unknown,21,jun,505,4,-1,0,unknown,no
42,blue-collar,married,primary,no,1599,no,yes,cellular,3,may,322,4,-1,0,unknown,no
48,blue-collar,divorced,primary,no,-89,no,no,cellular,22,jul,314,2,-1,0,unknown,no
40,services,married,primary,no,1965,yes,no,cellular,4,feb,409,2,-1,0,unknown,no
55,self-employed,married,tertiary,no,28583,yes,no,cellular,20,aug,331,1,110,3,unknown,no
26,blue-collar,single,secondary,no,1258,no,no,unknown,9,may,124,2,-1,0,unknown,no
37,entrepreneur,divorced,tertiary,no,546,yes,no,unknown,25,may,312,1,-1,0,unknown,no
32,management,married,tertiary,no,26,yes,no,cellular,8,may,309,22,-1,0,unknown,no
54,blue-collar,married,secondary,no,1321,yes,no,cellular,24,may,137,4,338,3,other,no
27,blue-collar,single,secondary,no,112,yes,no,unknown,8,may,130,3,-1,0,unknown,no
35,management,single,tertiary,no,892,yes,no,cellular,9,may,139,2,341,1,success,no
29,management,single,tertiary,no,635,yes,no,cellular,15,may,134,2,-1,0,unknown,no
47,management,single,tertiary,no,768,no,no,cellular,2,feb,168,3,108,7,failure,no
55,blue-collar,married,unknown,no,1936,yes,no,unknown,2,jun,335,8,-1,0,unknown,no
26,self-employed,single,tertiary,no,439,yes,no,unknown,28,may,87,7,-1,0,unknown,no
41,retired,married,secondary,no,3007,no,no,cellular,11,dec,680,1,186,3,failure,yes
29,services,single,tertiary,no,223,no,no,cellular,9,may,815,2,340,3,success,yes
29,admin.,single,secondary,no,-103,yes,no,unknown,21,may,208,4,-1,0,unknown,no
36,self-employed,single,tertiary,no,456,no,no,cellular,31,jan,77,11,-1,0,unknown,no
62,management,divorced,tertiary,no,371,yes,no,cellular,3,jun,62,1,-1,0,unknown,no
40,technician,single,tertiary,no,-101,no,no,cellular,26,sep,154,3,132,1,other,no
54,technician,married,tertiary,no,10412,no,no,cellular,26,aug,128,4,-1,0,unknown,no
30,blue-collar,single,secondary,no,848,yes,no,cellular,7,jul,148,2,-1,0,unknown,no
48,unemployed,single,unknown,no,674,no,no,unknown,27,may,226,1,0,0,unknown,no
42,blue-collar,married,primary,no,483,yes,yes,cellular,13,jul,675,4,-1,0,unknown,no
56,housemaid,single,primary,no,754,no,no,telephone,14,jul,209,6,-1,0,unknown,yes
37,technician,married,secondary,no,363,yes,no,cellular,6,may,774,6,354,4,other,no
62,blue-collar,married,secondary,no,691,yes,no,telephone,13,jul,1153,3,-1,0,unknown,yes
50,technician,married,secondary,no,-61,no,yes,cellular,16,jul,233,2,-1,0,unknown,no
40,management,single,tertiary,no,9344,yes,no,unknown,17,may,283,2,-1,0,unknown,no
42,admin.,single,tertiary,no,21842,no,no,cellular,7,feb,277,1,-1,0,unknown,no
43,housemaid,married,primary,no,6568,no,no,telephone,17,jun,88,4,-1,0,unknown,no
35,services,divorced,secondary,no,53,yes,no,cellular,12,may,277,7,361,0,unknown,no
53,retired,married,unknown,no,410,no,no,cellular,28,jul,460,5,-1,0,unknown,no
58,unknown,married,unknown,no,402,yes,no,cellular,20,may,223,4,335,1,other,no
31,student,single,tertiary,no,691,no,no,cellular,7,jul,153,4,-1,0,unknown,no
31,services,single,secondary,no,1554,yes,no,cellular,8,may,243,11,-1,0,unknown,no
47,services,married,secondary,no,181,yes,no,cellular,19,nov,247,1,-1,0,unknown,no
46,management,married,tertiary,no,884,no,no,cellular,14,aug,99,2,-1,0,unknown,no
31,blue-collar,married,primary,no,683,no,no,unknown,13,may,282,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,763,yes,no,cellular,19,apr,103,3,-1,0,unknown,no
30,services,married,tertiary,no,1048,no,no,cellular,6,aug,121,2,-1,0,unknown,no
31,unemployed,married,secondary,yes,-112,no,no,cellular,18,jul,105,6,0,0,unknown,no
22,management,single,secondary,no,739,no,no,cellular,14,aug,76,3,-1,0,unknown,no
40,blue-collar,single,secondary,no,289,yes,no,unknown,23,may,195,3,-1,0,unknown,no
45,technician,divorced,secondary,no,1092,yes,no,cellular,20,nov,400,2,0,0,unknown,no
56,entrepreneur,divorced,secondary,no,1930,no,no,cellular,31,aug,230,1,-1,0,unknown,no
46,technician,single,secondary,no,312,yes,no,cellular,16,apr,561,4,-1,0,unknown,no
35,services,single,secondary,no,-208,yes,no,cellular,17,may,284,1,360,1,failure,no
28,technician,single,tertiary,no,665,yes,no,unknown,17,may,745,2,-1,0,unknown,yes
27,management,single,tertiary,no,656,yes,yes,cellular,15,nov,555,2,178,2,failure,no
37,management,married,primary,no,2261,no,no,telephone,2,feb,636,4,134,3,failure,yes
48,unknown,single,tertiary,no,-22,no,no,cellular,4,aug,270,1,-1,0,unknown,yes
48,blue-collar,married,secondary,no,4902,no,no,cellular,4,may,167,2,103,1,other,no
46,housemaid,married,secondary,no,-35,no,no,cellular,28,aug,703,7,-1,0,unknown,no
43,technician,married,tertiary,no,986,no,yes,cellular,21,jul,311,3,-1,0,unknown,no
45,blue-collar,married,secondary,no,-72,yes,yes,telephone,7,jul,282,1,-1,0,unknown,no
38,technician,divorced,secondary,no,834,yes,no,cellular,19,nov,96,1,138,2,failure,no
27,self-employed,divorced,tertiary,no,1484,no,no,cellular,30,jan,417,1,-1,0,unknown,no
43,housemaid,married,primary,no,883,no,no,cellular,9,aug,179,4,-1,0,unknown,no
45,management,married,tertiary,no,147,no,no,cellular,15,aug,34,6,-1,0,unknown,no
26,admin.,single,secondary,no,366,yes,no,cellular,6,may,423,2,-1,0,unknown,no
43,technician,single,tertiary,no,703,no,no,cellular,28,jan,234,2,67,3,failure,no
39,technician,divorced,secondary,no,2072,yes,no,cellular,14,may,559,1,260,2,failure,no
47,entrepreneur,married,secondary,no,2563,yes,no,cellular,15,may,291,2,-1,0,unknown,no
31,technician,single,secondary,no,344,no,no,cellular,5,jun,84,4,-1,0,unknown,yes
31,self-employed,married,tertiary,no,8014,no,no,cellular,25,aug,185,2,170,1,success,no
33,blue-collar,single,unknown,no,1876,yes,no,unknown,12,may,181,4,-1,0,unknown,no
43,technician,married,secondary,no,1813,yes,yes,unknown,18,may,86,3,-1,0,unknown,no
34,self-employed,single,tertiary,no,2686,no,no,cellular,5,feb,266,2,261,0,failure,yes
42,management,married,tertiary,no,13034,no,no,cellular,21,oct,330,1,182,3,other,no
41,blue-collar,single,secondary,no,789,no,no,cellular,14,nov,664,4,-1,0,unknown,yes
43,admin.,divorced,tertiary,no,494,yes,yes,cellular,15,nov,65,2,-1,0,unknown,no
40,technician,divorced,secondary,no,-80,no,yes,cellular,4,feb,228,1,-1,0,unknown,no
36,technician,divorced,secondary,no,73,yes,no,cellular,8,aug,223,1,-1,0,unknown,no
32,technician,single,secondary,no,1225,yes,no,cellular,18,may,183,2,-1,0,unknown,no
44,self-employed,married,tertiary,no,27649,no,no,cellular,20,aug,119,3,-1,0,unknown,no
35,services,married,primary,yes,19,no,yes,cellular,31,jul,62,28,-1,0,unknown,no
33,entrepreneur,married,tertiary,no,1508,yes,no,cellular,9,jan,457,2,-1,0,unknown,no
34,blue-collar,single,primary,no,383,yes,yes,cellular,17,jul,85,2,-1,0,unknown,no
41,management,married,secondary,no,467,no,no,cellular,29,aug,411,4,-1,0,unknown,no
47,housemaid,divorced,secondary,no,2298,yes,no,cellular,9,apr,327,1,179,2,other,no
46,management,divorced,tertiary,no,409,no,no,cellular,6,feb,574,1,-1,3,failure,no
51,management,single,tertiary,no,2411,no,no,cellular,10,oct,180,4,-1,0,unknown,yes
44,blue-collar,single,primary,no,511,yes,no,cellular,13,may,217,2,341,1,other,no
44,blue-collar,married,secondary,yes,66,no,no,unknown,19,nov,232,1,-1,0,unknown,no
